MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,ExterQual,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,Heating,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,BsmtHalfBath,TotalFullBath,TotalHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,YrSold,SaleCondition,SalePrice
70,RM,65,11700,IR1,OldTown,1Fam,2Story,7,7,1880,2003,Stucco,Gd,TA,Stone,Unf,0,1240,GasW,TA,N,2640,0,0,1,1,1,1,4,1,Gd,8,1,4,N,2009,Normal,265979
20,RL,59,10593,IR1,NoRidge,1Fam,1Story,7,5,1996,1996,VinylSd,Gd,TA,PConc,GLQ,919,1720,GasA,Ex,Y,1720,1,0,3,0,2,0,3,1,Gd,7,1,2,Y,2010,Normal,260400
50,RL,50,8405,Reg,Edwards,1Fam,1.5Fin,4,3,1945,1950,WdShing,TA,TA,Slab,NA,0,0,Wall,TA,N,1529,0,0,2,0,2,0,4,1,TA,9,0,1,N,2009,Normal,98000
50,RM,55,8800,Reg,OldTown,1Fam,1.5Fin,4,7,1910,2004,Wd Sdng,TA,TA,BrkTil,Unf,0,576,GasA,Gd,Y,1140,0,0,1,0,1,0,3,1,TA,7,0,0,N,2010,Normal,96500
60,RL,NA,7750,Reg,Gilbert,1Fam,2Story,7,5,2003,2003,VinylSd,Gd,TA,PConc,Unf,0,660,GasA,Ex,Y,1320,0,0,2,1,2,1,3,1,Gd,6,0,2,Y,2007,Normal,162000
20,RL,79,9236,IR1,CollgCr,1Fam,1Story,6,5,1997,1997,VinylSd,TA,Gd,PConc,GLQ,1200,1479,GasA,Ex,Y,1494,1,0,3,0,2,0,3,1,Gd,6,0,2,Y,2006,Normal,217000
60,RL,80,10240,Reg,NridgHt,1Fam,2Story,8,5,2005,2005,VinylSd,Gd,TA,PConc,Unf,0,1030,GasA,Gd,Y,2098,0,0,2,1,2,1,3,1,Ex,8,1,3,Y,2006,Normal,275500
20,RL,61,7930,Reg,NAmes,1Fam,1Story,6,8,1969,2005,Plywood,TA,TA,CBlock,GLQ,439,1026,GasA,Gd,Y,1026,1,0,2,0,1,0,3,1,Gd,5,0,2,Y,2009,Normal,156000
160,FV,34,3230,Reg,Somerst,TwnhsE,2Story,6,5,1999,1999,MetalSd,TA,TA,PConc,GLQ,381,729,GasA,Gd,Y,1471,0,0,2,1,2,1,3,1,TA,6,0,2,Y,2009,Normal,172500
60,RL,68,10769,IR1,CollgCr,1Fam,2Story,8,5,2007,2007,VinylSd,Gd,TA,PConc,GLQ,20,866,GasA,Ex,Y,1768,0,0,2,1,2,1,3,1,Gd,7,0,2,Y,2009,Normal,212000
60,RL,NA,11616,IR1,Sawyer,1Fam,2Story,6,5,1978,1978,HdBoard,TA,TA,CBlock,Rec,438,672,GasA,TA,Y,1386,0,0,2,1,2,1,3,1,TA,6,1,2,Y,2010,Abnorml,158900
160,FV,24,2280,Reg,Somerst,Twnhs,2Story,7,5,1999,1999,MetalSd,TA,TA,PConc,ALQ,549,744,GasA,Gd,Y,1501,0,0,2,1,2,1,3,1,TA,6,0,2,Y,2008,Normal,179400
60,RL,65,12257,IR1,NoRidge,1Fam,2Story,8,5,1995,1995,VinylSd,Gd,TA,PConc,LwQ,56,1318,GasA,Ex,Y,2531,0,0,2,1,2,1,4,1,Gd,9,1,3,Y,2007,Normal,290000
20,RL,70,9100,Reg,NAmes,1Fam,1Story,6,6,1959,1959,Wd Sdng,TA,TA,CBlock,Rec,612,864,GasA,Ex,Y,864,0,0,1,0,1,0,2,1,TA,5,0,1,Y,2009,Normal,127500
30,RM,60,6911,Reg,BrkSide,1Fam,1Story,5,5,1924,1950,Wd Sdng,TA,TA,PConc,LwQ,405,1145,GasA,TA,Y,1301,0,0,1,0,1,0,2,1,Fa,5,0,2,Y,2009,Normal,100000
60,FV,72,8640,Reg,Somerst,1Fam,2Story,7,5,2009,2009,VinylSd,TA,TA,PConc,GLQ,24,756,GasA,Ex,Y,1547,0,0,2,1,2,1,3,1,Gd,7,0,2,Y,2010,Normal,215200
60,RL,82,9430,Reg,NoRidge,1Fam,2Story,8,5,1999,1999,VinylSd,Gd,TA,PConc,GLQ,1163,1252,GasA,Ex,Y,2365,1,0,3,1,2,1,3,1,Gd,8,1,3,Y,2009,Normal,337000
120,RL,30,9549,IR1,Veenker,TwnhsE,1Story,8,5,1995,1996,BrkFace,Gd,Gd,PConc,LwQ,437,1494,GasA,Ex,Y,1494,1,0,2,1,1,1,2,1,Ex,6,1,2,Y,2006,Normal,270000
20,RL,75,14587,IR1,Somerst,1Fam,1Story,9,5,2008,2008,VinylSd,Gd,TA,PConc,Unf,0,1498,GasA,Ex,Y,1506,0,0,2,0,2,0,2,1,Ex,6,1,2,Y,2008,Partial,264132
60,RL,80,10421,Reg,NWAmes,1Fam,2Story,7,5,1988,1988,HdBoard,TA,TA,CBlock,GLQ,394,980,GasA,TA,Y,1714,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2010,Normal,196500
50,RL,75,12508,IR1,Mitchel,1Fam,1.5Fin,6,7,1940,1985,VinylSd,TA,TA,CBlock,ALQ,660,983,GasA,Ex,Y,1750,1,0,3,0,2,0,4,1,TA,7,0,1,Y,2008,Normal,160000
20,RL,70,9100,Reg,CollgCr,1Fam,1Story,7,5,2004,2005,VinylSd,Gd,TA,PConc,GLQ,24,1860,GasA,Ex,Y,1836,0,0,2,0,2,0,3,1,Gd,8,1,2,Y,2006,Normal,216837
60,RL,47,53504,IR2,StoneBr,1Fam,2Story,8,5,2003,2003,CemntBd,Ex,TA,PConc,ALQ,1416,1650,GasA,Ex,Y,3279,1,0,4,1,3,1,4,1,Ex,12,1,3,Y,2010,Normal,538000
85,RL,NA,7252,IR1,Sawyer,1Fam,SFoyer,5,5,1982,1982,Wd Sdng,TA,TA,CBlock,GLQ,685,858,GasA,TA,Y,858,1,0,2,0,1,0,2,1,TA,5,0,2,Y,2009,Normal,134900
20,RL,67,8877,Reg,Edwards,1Fam,1Story,4,5,1951,1951,Wd Sdng,TA,TA,CBlock,LwQ,836,836,GasA,TA,Y,1220,0,0,1,0,1,0,2,1,TA,6,0,2,Y,2006,Normal,102000
80,RL,94,7819,Reg,Edwards,1Fam,SLvl,6,5,1976,1976,Plywood,TA,TA,CBlock,ALQ,422,1029,GasA,TA,Y,1117,1,0,2,0,1,0,3,1,TA,6,1,2,Y,2010,Abnorml,107000
20,RL,70,10150,Reg,NAmes,1Fam,1Story,5,5,1958,1958,Wd Sdng,TA,TA,CBlock,Rec,456,912,GasA,Ex,Y,912,0,0,1,0,1,0,2,1,TA,5,0,1,Y,2007,Normal,114500
20,RL,110,14226,Reg,NridgHt,1Fam,1Story,8,5,2006,2006,VinylSd,Gd,TA,PConc,Unf,0,1935,GasA,Gd,Y,1973,0,0,2,0,2,0,3,1,Gd,9,1,3,Y,2007,Partial,395000
120,RM,32,4500,Reg,Mitchel,TwnhsE,1Story,6,5,1998,1998,VinylSd,TA,TA,PConc,GLQ,866,1204,GasA,Ex,Y,1204,1,0,3,0,2,0,2,1,TA,5,0,2,Y,2009,Normal,162000
20,RL,86,11210,IR1,CollgCr,1Fam,1Story,7,5,2005,2006,VinylSd,Gd,TA,PConc,GLQ,20,1614,GasA,Ex,Y,1614,0,0,2,0,2,0,3,1,Gd,7,0,3,Y,2006,Partial,221500
20,RL,100,13350,IR1,Sawyer,1Fam,1Story,5,5,1974,1974,HdBoard,TA,TA,CBlock,ALQ,762,864,GasA,TA,Y,894,1,0,2,0,1,0,3,1,TA,5,1,2,Y,2006,Normal,142500
90,RH,60,8400,Reg,SawyerW,Duplex,1Story,5,5,1977,1977,Plywood,TA,TA,Slab,NA,0,0,GasA,TA,Y,2020,0,0,2,0,2,0,4,2,TA,10,2,2,Y,2007,Normal,144000
90,RL,78,10530,Reg,Mitchel,Duplex,SFoyer,6,5,1977,1977,Plywood,TA,TA,CBlock,GLQ,975,975,GasA,TA,Y,1004,1,0,2,0,1,0,2,1,TA,4,0,2,Y,2006,Normal,135000
20,RL,63,7875,Reg,Gilbert,1Fam,1Story,7,5,1995,1996,HdBoard,TA,TA,PConc,Unf,0,1237,GasA,Gd,Y,1253,0,0,2,0,2,0,3,1,TA,6,1,2,Y,2007,Normal,176000
60,RL,65,7153,Reg,SawyerW,1Fam,2Story,6,5,1992,1992,VinylSd,Gd,Gd,PConc,ALQ,387,761,GasA,Ex,Y,1603,0,0,2,1,2,1,3,1,Gd,7,0,2,Y,2006,Normal,175900
20,RL,67,16285,IR2,CollgCr,1Fam,1Story,7,5,2001,2002,VinylSd,Gd,TA,PConc,Unf,0,1413,GasA,Ex,Y,1430,0,0,2,0,2,0,3,1,Gd,6,0,2,Y,2009,Normal,187100
85,RL,NA,9101,IR1,Mitchel,1Fam,SFoyer,5,6,1978,1978,Plywood,TA,Gd,PConc,GLQ,1097,1097,GasA,Ex,Y,1110,1,0,2,0,1,0,1,1,Gd,4,1,2,Y,2009,Normal,165500
75,RM,35,6300,Reg,OldTown,1Fam,2.5Unf,6,6,1914,2001,Wd Sdng,TA,TA,CBlock,Unf,0,742,GasA,Ex,Y,1484,0,0,2,0,2,0,3,1,TA,9,1,0,Y,2008,Normal,128000
20,RL,NA,9790,Reg,NWAmes,1Fam,1Story,6,5,1967,1967,BrkFace,TA,TA,CBlock,Rec,251,1372,GasA,TA,Y,1342,0,0,2,0,2,0,3,1,TA,7,1,2,Y,2009,Normal,161500
50,RM,60,10800,Reg,OldTown,1Fam,1.5Fin,5,6,1915,1950,MetalSd,TA,Gd,PConc,LwQ,686,686,GasA,TA,Y,1652,1,0,3,0,2,0,4,1,TA,7,0,1,Y,2010,Normal,139000
60,RL,76,10142,IR1,SawyerW,1Fam,2Story,7,5,2004,2004,VinylSd,Gd,TA,PConc,GLQ,656,956,GasA,Ex,Y,2084,1,0,3,1,2,1,4,1,Gd,8,0,2,Y,2010,Normal,233000
20,RM,50,6000,Reg,OldTown,1Fam,1Story,4,7,1954,2000,MetalSd,TA,TA,CBlock,Unf,0,901,GasA,Ex,Y,901,0,0,1,0,1,0,2,1,TA,4,0,1,Y,2008,Normal,107900
60,RL,NA,12205,IR1,ClearCr,1Fam,2Story,6,8,1966,2007,HdBoard,TA,TA,CBlock,LwQ,568,832,GasA,Gd,Y,2087,0,0,2,1,2,1,5,1,Gd,9,0,2,Y,2007,Normal,187500
120,RL,43,3182,Reg,Blmngtn,TwnhsE,1Story,7,5,2005,2006,VinylSd,Gd,TA,PConc,GLQ,16,1145,GasA,Ex,Y,1145,0,0,2,0,2,0,2,1,Gd,5,1,2,Y,2009,Normal,160200
80,RL,NA,11333,IR1,Mitchel,1Fam,SLvl,6,5,1976,1976,HdBoard,TA,TA,PConc,ALQ,539,1029,GasA,TA,Y,1062,1,0,2,0,1,0,3,1,TA,5,2,2,Y,2007,Normal,146800
60,RL,92,9920,IR1,NoRidge,1Fam,2Story,7,5,1996,1997,MetalSd,Gd,TA,PConc,GLQ,862,1117,GasA,Ex,Y,2013,1,0,3,1,2,1,3,1,TA,8,1,2,Y,2007,Normal,269790
20,RL,76,9158,Reg,Somerst,1Fam,1Story,8,5,2007,2007,CemntBd,Gd,TA,PConc,Unf,0,1496,GasA,Ex,Y,1496,0,0,2,0,2,0,3,1,Gd,7,0,2,Y,2007,Partial,225000
60,RL,NA,10832,IR1,Gilbert,1Fam,2Story,7,5,1994,1996,MetalSd,Gd,TA,PConc,Unf,0,712,GasA,Ex,Y,1895,0,0,2,1,2,1,3,1,Gd,7,1,2,Y,2008,Normal,194500
60,RL,70,8400,Reg,SawyerW,1Fam,2Story,6,6,1980,1981,HdBoard,TA,TA,CBlock,Unf,0,650,GasA,TA,Y,1564,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2010,Normal,171000
20,RL,71,8197,Reg,Sawyer,1Fam,1Story,6,5,1977,1977,Plywood,TA,TA,CBlock,Unf,0,660,GasA,Ex,Y,1285,0,0,1,1,1,1,3,1,TA,7,1,2,Y,2007,Normal,143500
20,RL,57,7677,Reg,NAmes,1Fam,1Story,5,5,1953,1953,VinylSd,TA,TA,CBlock,BLQ,570,773,GasA,Gd,Y,773,0,0,1,0,1,0,2,1,TA,4,0,1,Y,2008,Abnorml,110000
60,RL,104,13518,Reg,NridgHt,1Fam,2Story,9,5,2008,2009,VinylSd,Ex,TA,PConc,Unf,0,1926,GasA,Ex,Y,3140,0,0,3,1,3,1,4,1,Ex,11,2,3,Y,2009,Partial,485000
50,RL,60,7200,Reg,SWISU,1Fam,1.5Fin,5,7,1937,1950,Wd Sdng,TA,TA,BrkTil,ALQ,569,731,GasA,Ex,Y,1768,1,0,2,1,1,1,3,1,Gd,7,2,1,Y,2007,Normal,175000
60,RL,79,12798,IR1,ClearCr,1Fam,2Story,6,5,1997,1997,VinylSd,TA,TA,PConc,GLQ,462,616,GasA,Gd,Y,1688,1,0,3,1,2,1,4,1,Gd,8,0,2,Y,2008,Normal,200000
30,RM,40,4800,Reg,IDOTRR,1Fam,1Story,4,7,1916,1990,MetalSd,TA,TA,CBlock,LwQ,197,1196,GasA,Ex,Y,1196,1,0,2,0,1,0,2,1,TA,5,0,2,Y,2007,Normal,109900
60,RL,63,8199,Reg,CollgCr,1Fam,2Story,7,5,2005,2005,WdShing,Gd,TA,PConc,GLQ,648,728,GasA,Ex,Y,1456,1,0,3,1,2,1,3,1,Gd,7,1,2,Y,2008,Normal,189000
60,RL,107,13891,Reg,NridgHt,1Fam,2Story,9,5,2008,2009,VinylSd,Ex,TA,PConc,Unf,0,1734,GasA,Ex,Y,2822,0,0,3,1,3,1,4,1,Ex,12,1,3,Y,2009,Partial,582933
20,RL,75,9000,Reg,NAmes,1Fam,1Story,5,5,1954,1954,Wd Sdng,TA,TA,CBlock,LwQ,812,936,GasA,TA,Y,1128,0,0,1,0,1,0,2,1,TA,5,0,1,Y,2006,Family,118000
20,RL,91,12274,IR1,Somerst,1Fam,1Story,7,5,2008,2008,VinylSd,Gd,TA,PConc,Unf,0,1417,GasA,Ex,Y,1428,0,0,2,0,2,0,3,1,Ex,6,0,2,Y,2008,Partial,227680
80,RL,75,9750,Reg,NAmes,1Fam,SLvl,5,5,1967,1967,VinylSd,TA,TA,PConc,ALQ,400,980,GasA,Gd,Y,980,0,0,2,0,2,0,3,1,TA,6,0,1,Y,2006,Normal,135500
70,RL,144,21384,Reg,BrkSide,1Fam,2Story,5,6,1923,2004,Wd Sdng,TA,TA,CBlock,GLQ,1309,1324,GasA,Ex,Y,1576,2,0,3,1,1,1,3,1,Gd,6,1,2,Y,2009,Normal,223500
80,RL,85,13400,Reg,NAmes,1Fam,SLvl,5,5,1966,1966,VinylSd,TA,TA,CBlock,ALQ,516,1024,GasA,TA,Y,1086,1,0,2,0,1,0,3,1,TA,6,1,2,Y,2006,Normal,159950
75,RM,90,8100,Reg,OldTown,1Fam,2.5Unf,5,5,1898,1965,AsbShng,TA,TA,PConc,Unf,0,849,GasA,TA,N,2138,0,0,2,0,2,0,2,3,TA,11,0,2,N,2009,Normal,106000
20,RL,78,10140,Reg,NWAmes,1Fam,1Story,6,6,1974,1999,HdBoard,TA,TA,CBlock,ALQ,663,1040,GasA,Fa,Y,1309,1,0,2,1,1,1,3,1,Gd,5,1,2,Y,2006,Normal,181000
120,RM,NA,4438,Reg,CollgCr,TwnhsE,1Story,6,5,2004,2004,VinylSd,Gd,TA,PConc,GLQ,662,848,GasA,Ex,Y,848,1,0,2,0,1,0,1,1,Gd,4,1,2,Y,2008,Normal,144500
20,C (all),66,8712,Reg,IDOTRR,1Fam,1Story,5,5,1952,1952,Wd Sdng,Fa,TA,CBlock,Unf,0,540,GasA,TA,N,1044,0,0,1,0,1,0,2,1,Fa,4,0,2,N,2010,Alloca,55993
20,RL,75,9750,Reg,NAmes,1Fam,1Story,6,6,1958,1958,MetalSd,TA,TA,CBlock,Rec,608,1442,GasA,Gd,Y,1442,0,0,1,1,1,1,4,1,TA,7,0,1,Y,2007,Normal,157900
50,RL,45,8248,Reg,Edwards,1Fam,1.5Fin,5,7,1918,1950,Stucco,TA,TA,BrkTil,Unf,0,686,GasW,Gd,Y,1250,0,1,1,2,1,1,3,1,Fa,7,0,1,P,2006,Normal,116000
20,RL,48,12137,IR2,CollgCr,1Fam,1Story,7,5,1998,1998,VinylSd,TA,TA,PConc,Unf,0,1649,GasA,Ex,Y,1661,0,0,2,0,2,0,3,1,Gd,6,0,2,Y,2010,Normal,224900
20,RL,NA,11425,IR1,NAmes,1Fam,1Story,5,6,1954,1954,BrkFace,TA,TA,CBlock,BLQ,486,1008,GasA,Gd,Y,1008,0,0,1,0,1,0,2,1,TA,4,1,1,Y,2006,Normal,137000
20,RL,NA,13265,IR1,Mitchel,1Fam,1Story,8,5,2002,2002,CemntBd,Gd,TA,PConc,GLQ,1218,1568,GasA,Ex,Y,1689,1,0,3,0,2,0,3,1,Gd,7,2,3,Y,2008,Normal,271000
80,RL,80,8816,Reg,ClearCr,1Fam,SLvl,6,7,1971,1971,HdBoard,TA,TA,CBlock,GLQ,504,1010,GasA,Gd,Y,1052,1,0,2,0,1,0,3,1,TA,6,0,2,Y,2010,Normal,155000
120,RL,44,6371,IR1,NridgHt,TwnhsE,1Story,7,5,2009,2010,VinylSd,Gd,TA,PConc,GLQ,733,1358,GasA,Ex,Y,1358,1,0,3,0,2,0,2,1,Gd,6,1,2,Y,2010,Partial,224000
60,RL,72,7226,IR1,CollgCr,1Fam,2Story,7,5,2003,2003,VinylSd,Gd,TA,PConc,Unf,0,798,GasA,Ex,Y,1640,0,0,2,1,2,1,3,1,Gd,6,0,2,Y,2008,Normal,183000
20,RM,60,6000,Reg,OldTown,2fmCon,1Story,4,4,1953,1953,MetalSd,Fa,TA,CBlock,Unf,0,936,GasA,TA,N,936,0,0,1,0,1,0,2,1,TA,4,0,2,Y,2009,Normal,93000
60,RL,NA,12394,IR1,Gilbert,1Fam,2Story,7,5,2003,2003,VinylSd,Gd,TA,PConc,Unf,0,847,GasA,Ex,Y,1733,0,0,2,1,2,1,3,1,Gd,7,1,2,Y,2007,Family,225000
50,RL,60,9900,Reg,SWISU,1Fam,1.5Fin,6,7,1940,1950,VinylSd,TA,TA,BrkTil,Unf,0,778,GasA,TA,Y,1489,0,0,2,0,2,0,3,1,TA,7,1,1,Y,2009,Normal,139500
20,FV,81,11216,Reg,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,Gd,TA,PConc,Unf,0,1489,GasA,Ex,Y,1489,0,0,2,0,2,0,3,1,Gd,7,1,2,Y,2006,Partial,232600
20,RL,114,14803,Reg,NridgHt,1Fam,1Story,10,5,2007,2008,CemntBd,Ex,TA,PConc,GLQ,1636,2078,GasA,Ex,Y,2084,1,0,3,0,2,0,2,1,Ex,7,1,3,Y,2008,Partial,385000
45,RM,50,6130,Reg,BrkSide,1Fam,1.5Unf,5,6,1924,1950,MetalSd,TA,TA,BrkTil,ALQ,784,784,GasA,Gd,Y,784,1,0,2,0,1,0,2,1,Gd,5,0,0,Y,2008,Normal,109500
20,RL,65,8529,IR1,SawyerW,1Fam,1Story,7,5,2001,2001,VinylSd,Gd,TA,PConc,GLQ,20,1454,GasA,Ex,Y,1434,0,0,2,0,2,0,3,1,Gd,6,1,2,Y,2009,Normal,189000
60,RL,NA,28698,IR2,ClearCr,1Fam,2Story,5,5,1967,1967,Plywood,TA,TA,PConc,LwQ,249,1013,GasA,TA,Y,2126,0,1,2,2,2,1,3,1,TA,7,0,2,Y,2009,Abnorml,185000
160,FV,24,2544,Reg,Somerst,Twnhs,2Story,7,5,2005,2005,MetalSd,Gd,TA,PConc,Unf,0,600,GasA,Ex,Y,1223,0,0,2,1,2,1,2,1,Gd,4,0,2,Y,2006,Normal,147400
20,RL,80,11900,IR1,NAmes,1Fam,1Story,6,5,1957,1957,HdBoard,TA,TA,CBlock,Rec,1040,1392,GasA,TA,Y,1392,1,0,2,1,1,1,3,1,TA,6,2,2,Y,2008,Normal,166000
160,FV,30,3180,Reg,Somerst,TwnhsE,2Story,7,5,2005,2005,MetalSd,TA,TA,PConc,Unf,0,600,GasA,Ex,Y,1200,0,0,2,1,2,1,2,1,Gd,4,0,2,Y,2006,Normal,151000
60,RL,44,9548,IR1,CollgCr,1Fam,2Story,7,6,2003,2003,VinylSd,Gd,TA,PConc,GLQ,483,941,GasA,Ex,Y,1829,1,0,3,1,2,1,3,1,Gd,7,1,2,Y,2010,Normal,237000
20,RL,100,10004,Reg,NAmes,1Fam,1Story,6,6,1964,1964,HdBoard,TA,TA,CBlock,Rec,196,1516,GasA,TA,Y,1516,0,0,1,1,1,1,3,1,TA,6,0,2,Y,2009,Normal,167000
20,RL,75,7875,Reg,NAmes,1Fam,1Story,5,6,1961,1961,VinylSd,TA,TA,CBlock,Rec,572,1144,GasA,Gd,Y,1144,1,0,2,0,1,0,3,1,TA,6,0,2,Y,2008,Normal,139950
20,RL,60,9600,Reg,Sawyer,1Fam,1Story,4,7,1950,1995,VinylSd,TA,TA,CBlock,BLQ,442,1067,GasA,TA,Y,1067,0,0,2,0,2,0,2,1,Gd,4,0,2,Y,2010,Normal,128000
30,RM,90,8100,Reg,OldTown,1Fam,1Story,5,6,1948,1973,VinylSd,TA,TA,BrkTil,Rec,338,1559,GasA,Gd,Y,1559,1,0,2,0,1,0,2,1,TA,5,0,2,Y,2007,Normal,153500
160,RM,21,1680,Reg,BrDale,Twnhs,2Story,6,5,1973,1973,HdBoard,TA,TA,CBlock,BLQ,330,483,GasA,TA,Y,987,1,0,2,1,1,1,2,1,TA,5,0,1,Y,2008,Normal,100000
20,RL,75,9525,Reg,CollgCr,1Fam,1Story,5,6,1995,2006,VinylSd,TA,TA,PConc,Unf,0,1099,GasA,Ex,Y,1099,0,0,1,1,1,1,3,1,Gd,6,0,1,Y,2008,Normal,144000
50,RL,70,11767,Reg,Edwards,1Fam,1.5Fin,5,6,1946,1995,MetalSd,TA,TA,CBlock,BLQ,352,768,GasA,Ex,Y,1200,0,0,1,0,1,0,3,1,TA,6,0,1,Y,2008,Normal,130500
70,RH,NA,12155,IR1,SWISU,1Fam,2Story,6,8,1925,1950,Wd Sdng,TA,TA,BrkTil,BLQ,156,672,GasA,TA,N,1482,0,0,2,0,2,0,4,1,Fa,7,0,1,P,2008,Normal,140000
70,RM,60,10440,Reg,OldTown,1Fam,2Story,5,8,1904,2002,MetalSd,TA,TA,PConc,Unf,0,650,GasA,Gd,Y,1539,0,0,2,0,2,0,3,1,Gd,8,1,2,P,2008,Normal,157500
80,RL,82,9020,Reg,NAmes,1Fam,SLvl,6,7,1966,1966,HdBoard,TA,TA,CBlock,Rec,312,1127,GasA,TA,Y,1165,1,0,2,1,1,1,3,1,TA,6,0,2,Y,2008,Normal,174900
90,RL,80,8000,Reg,NAmes,Duplex,1Story,5,4,1961,1961,BrkFace,TA,TA,CBlock,Unf,0,1800,GasA,Ex,N,1800,0,0,2,0,2,0,6,2,TA,10,0,0,Y,2007,Normal,141000
50,RM,100,12665,IR1,OldTown,1Fam,1.5Fin,5,8,1915,1950,Wd Sdng,TA,TA,BrkTil,Unf,0,876,GasA,Gd,Y,1416,0,0,1,1,1,1,4,1,TA,7,1,3,Y,2008,Normal,153900
85,RL,NA,16647,IR1,Sawyer,1Fam,SFoyer,5,5,1975,1981,HdBoard,TA,TA,CBlock,ALQ,1390,1390,GasA,TA,Y,1701,1,0,3,0,2,0,3,1,TA,6,2,2,Y,2007,Normal,171000
60,RL,75,9317,Reg,SawyerW,1Fam,2Story,7,5,1993,1993,HdBoard,Gd,TA,PConc,ALQ,513,740,GasA,Ex,Y,1775,1,0,3,1,2,1,3,1,Gd,7,1,2,Y,2009,Normal,213000
20,RL,36,15523,IR1,CollgCr,1Fam,1Story,5,6,1972,1972,HdBoard,TA,TA,CBlock,BLQ,460,864,GasA,Ex,Y,864,1,0,2,0,1,0,3,1,TA,5,1,1,Y,2009,Normal,133500
50,RL,75,45600,IR2,ClearCr,1Fam,1.5Fin,6,8,1908,1997,Wd Sdng,TA,TA,BrkTil,Unf,0,907,GasA,TA,Y,2358,0,0,3,0,3,0,5,1,TA,10,1,2,Y,2008,Normal,240000
80,RL,80,9600,Reg,Veenker,1Fam,SLvl,6,7,1976,1994,Plywood,Gd,Gd,CBlock,Unf,0,528,GasA,Ex,Y,1855,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2007,Normal,187000
120,RM,36,4435,Reg,CollgCr,TwnhsE,1Story,6,5,2003,2003,VinylSd,Gd,TA,PConc,GLQ,659,848,GasA,Ex,Y,848,1,0,2,0,1,0,1,1,Gd,3,0,2,Y,2007,Normal,131500
120,RL,NA,3196,Reg,Blmngtn,TwnhsE,1Story,8,5,2003,2003,VinylSd,Gd,TA,PConc,Unf,0,1273,GasA,Ex,Y,1456,0,0,2,0,2,0,2,1,Gd,7,1,2,Y,2006,Normal,215000
75,RL,53,7128,Reg,Crawfor,1Fam,2.5Unf,7,5,1941,1950,MetalSd,TA,Gd,CBlock,Rec,364,918,GasA,Gd,Y,1646,0,0,2,0,2,0,4,1,TA,7,2,1,Y,2007,Normal,164000
80,RL,NA,12095,IR1,NAmes,1Fam,SLvl,6,6,1964,1964,MetalSd,TA,Gd,CBlock,Rec,564,1127,GasA,TA,Y,1445,0,0,1,1,1,1,3,1,TA,7,1,2,Y,2009,Normal,158000
20,RL,102,17920,Reg,Sawyer,1Fam,1Story,5,4,1955,1974,Wd Sdng,TA,TA,CBlock,ALQ,306,1763,GasA,TA,Y,1779,1,0,2,1,1,1,3,1,TA,6,1,2,Y,2006,Abnorml,170000
20,RL,NA,6897,IR1,Sawyer,1Fam,1Story,5,8,1962,2010,HdBoard,TA,Gd,CBlock,ALQ,659,1040,GasA,Ex,Y,1040,1,0,2,1,1,1,3,1,TA,6,0,1,Y,2010,Normal,127000
80,RL,NA,10970,IR1,CollgCr,1Fam,SLvl,6,6,1978,1978,Plywood,TA,TA,CBlock,GLQ,505,940,GasA,TA,Y,1026,1,0,2,0,1,0,3,1,TA,5,0,2,Y,2008,Normal,147000
60,RL,65,8125,Reg,Gilbert,1Fam,2Story,6,5,1994,1995,HdBoard,TA,TA,PConc,Unf,0,702,GasA,Gd,Y,1481,0,0,2,1,2,1,3,1,TA,6,1,2,Y,2009,Normal,174000
20,RL,80,10400,Reg,NWAmes,1Fam,1Story,7,5,1976,1976,HdBoard,TA,TA,CBlock,Unf,0,1090,GasA,TA,Y,1370,0,0,2,0,2,0,3,1,TA,6,1,2,Y,2009,Family,152000
60,RL,NA,11029,IR1,NWAmes,1Fam,2Story,6,7,1968,1984,HdBoard,TA,TA,CBlock,BLQ,619,1054,GasA,TA,Y,2654,1,0,3,1,2,1,4,1,Gd,9,1,2,Y,2006,Normal,250000
50,RL,55,7642,Reg,Crawfor,1Fam,1.5Fin,7,8,1918,1998,Wd Sdng,Gd,TA,BrkTil,Unf,0,912,GasA,Gd,Y,1426,0,0,1,1,1,1,3,1,Gd,7,1,1,Y,2007,Normal,189950
190,RL,75,11625,Reg,Sawyer,2fmCon,1Story,5,4,1965,1965,Plywood,TA,TA,PConc,BLQ,841,1039,GasA,Ex,Y,1039,1,0,2,1,1,1,3,1,TA,6,0,2,Y,2010,Normal,131500
20,RL,81,9672,Reg,SawyerW,1Fam,1Story,6,5,1984,1985,HdBoard,TA,TA,PConc,GLQ,338,1040,GasA,TA,Y,1097,0,0,2,0,2,0,3,1,TA,6,0,2,Y,2010,Normal,152000
